iter	Passed	Remaining
160	238	1241
161	238	1235
162	239	1229
163	240	1223
164	240	1217
165	241	1211
166	241	1205
167	242	1200
168	242	1194
169	243	1188
170	244	1183
171	244	1178
172	245	1172
173	246	1168
174	246	1163
175	247	1158
176	248	1153
177	248	1148
178	249	1143
179	249	1137
180	250	1133
181	251	1128
182	251	1123
183	252	1118
184	252	1113
185	253	1109
186	253	1104
187	254	1099
188	255	1094
189	255	1090
190	256	1085
191	256	1081
192	257	1077
193	258	1072
194	258	1068
195	259	1064
196	259	1059
197	260	1055
198	261	1052
199	262	1048
200	262	1043
201	263	1039
202	263	1035
203	264	1031
204	265	1027
205	265	1023
206	266	1019
207	266	1015
208	267	1011
209	267	1007
210	268	1003
211	269	1000
212	269	996
213	270	992
214	270	988
215	271	985
216	272	981
217	272	978
218	273	974
219	273	970
220	274	967
221	275	964
222	276	962
223	276	959
224	277	955
225	278	952
226	278	948
227	279	945
228	279	942
229	280	938
230	280	935
231	281	932
232	282	928
233	282	925
234	283	921
235	283	918
236	284	915
237	284	911
238	286	913
239	287	910
240	292	922
241	293	920
242	295	921
243	296	918
244	297	915
245	297	912
246	298	909
247	298	905
248	299	902
249	299	899
250	300	897
251	301	895
252	302	892
253	302	889
254	303	886
255	304	884
256	305	884
257	306	881
258	307	878
259	307	875
260	308	872
261	308	870
262	309	867
263	309	864
264	310	861
265	311	858
266	311	855
267	312	853
268	313	850
269	313	848
270	314	845
271	314	842
272	315	839
273	315	836
274	316	834
275	317	831
276	317	829
277	318	826
278	318	824
279	319	821
280	320	819
281	320	816
282	321	814
283	321	811
284	322	809
285	323	806
286	323	804
287	324	801
288	324	799
289	325	796
290	326	794
291	326	792
292	327	789
293	327	787
294	328	785
295	329	783
296	329	780
297	330	778
298	331	776
299	331	774
300	332	771
301	332	769
302	333	767
303	334	765
304	334	762
305	335	760
306	336	758
307	336	756
308	337	754
309	337	752
310	338	749
311	339	747
312	339	745
313	340	743
314	340	741
315	341	739
316	342	737
317	342	735
318	343	733
319	344	731
320	344	729
321	345	727
322	345	724
323	346	722
324	347	720
325	347	718
326	348	717
327	349	715
328	349	713
329	350	711
330	350	709
331	351	707
332	352	705
333	352	703
334	353	701
335	353	699
336	354	697
337	355	695
338	355	693
339	356	691
340	356	689
341	357	687
342	358	685
343	358	683
344	359	682
345	359	680
346	360	678
347	361	676
348	361	674
349	362	672
350	362	671
351	363	669
352	364	667
353	364	665
354	365	663
355	366	662
356	366	660
357	367	658
358	367	656
359	368	654
360	369	653
361	369	651
362	370	649
363	370	648
364	371	646
365	372	644
366	372	642
367	373	641
368	374	639
369	374	638
370	375	636
371	375	634
372	376	632
373	377	631
374	377	629
375	378	628
376	379	626
377	380	625
378	380	624
379	381	622
380	382	620
381	382	619
382	383	617
383	383	615
384	384	614
385	385	612
386	385	610
387	386	609
388	386	607
389	387	606
390	388	604
391	388	602
392	389	601
393	389	599
394	390	598
395	390	596
396	391	594
397	392	593
398	393	592
399	393	590
400	394	589
401	394	587
402	395	585
403	396	584
404	396	582
405	397	581
406	397	579
407	398	578
408	399	576
409	399	575
410	400	573
411	400	572
412	401	570
413	402	569
414	402	567
415	403	566
416	403	564
417	404	563
418	405	561
419	405	560
420	406	558
421	406	557
422	407	555
423	408	554
424	408	552
425	409	551
426	409	550
427	410	548
428	411	547
429	411	545
430	412	544
431	413	543
432	413	541
433	414	540
434	414	538
435	415	537
436	416	536
437	416	534
438	417	533
439	417	531
440	418	530
441	419	528
442	419	527
443	420	526
444	420	524
445	421	523
446	421	522
447	422	520
448	423	519
449	423	517
450	424	516
451	424	515
452	425	513
453	426	512
454	426	511
455	427	509
456	427	508
457	428	507
458	429	505
459	429	504
460	430	503
461	430	501
462	431	500
463	431	499
464	432	497
465	433	496
466	433	494
467	434	493
468	434	492
469	435	491
470	436	489
471	436	488
472	437	487
473	437	485
474	438	484
475	439	483
476	440	482
477	442	483
478	444	483
479	445	482
480	446	481
481	447	480
482	447	479
483	448	477
484	448	476
485	449	475
486	450	474
487	450	472
488	451	471
489	451	470
490	452	469
491	453	467
492	453	466
493	454	465
494	455	464
495	455	462
496	456	461
497	456	460
498	457	459
499	457	457
500	458	456
501	459	455
502	459	454
503	460	452
504	460	451
505	461	450
506	461	449
507	462	447
508	463	446
509	463	445
510	464	444
511	464	443
512	465	442
513	466	440
514	466	439
515	467	438
516	468	437
517	468	436
518	469	434
519	469	433
520	470	432
521	471	431
522	471	430
523	472	429
524	472	427
525	473	426
526	474	425
527	474	424
528	475	423
529	475	421
530	476	420
531	476	419
532	477	418
533	478	417
534	478	416
535	479	414
536	480	413
537	480	412
538	481	411
539	481	410
540	482	409
541	483	408
542	483	407
543	484	405
544	484	404
545	485	403
546	485	402
547	486	401
548	487	400
549	487	399
550	488	397
551	488	396
552	489	395
553	490	394
554	490	393
555	491	392
556	491	391
557	492	390
558	492	388
559	493	387
560	494	386
561	494	385
562	495	384
563	496	383
564	496	382
565	497	381
566	497	380
567	498	379
568	499	378
569	499	376
570	500	375
571	500	374
572	501	373
573	501	372
574	502	371
575	503	370
576	503	369
577	504	368
578	504	367
579	505	366
580	506	364
581	506	363
582	507	362
583	507	361
584	508	360
585	509	359
586	509	358
587	510	357
588	510	356
589	511	355
590	512	354
591	512	353
592	513	352
593	513	351
594	514	350
595	514	349
596	515	348
597	516	347
598	516	345
599	517	344
600	517	343
601	518	342
602	519	341
603	519	340
604	520	339
605	520	338
606	521	337
607	522	336
608	522	335
609	523	334
610	523	333
611	524	332
612	525	331
613	525	330
614	526	329
615	526	328
616	527	327
617	528	326
618	528	325
619	529	324
620	529	323
621	530	322
622	530	321
623	531	320
624	532	319
625	532	318
626	533	317
627	533	316
628	534	315
629	534	314
630	535	313
631	535	312
632	536	311
633	537	310
634	537	309
635	538	308
636	539	307
637	539	306
638	540	305
639	540	304
640	541	303
641	542	302
642	542	301
643	543	300
644	543	299
645	544	298
646	544	297
647	545	296
648	546	295
649	546	294
650	547	293
651	547	292
652	548	291
653	549	290
654	549	289
655	550	288
656	550	287
657	551	286
658	552	285
659	552	284
660	553	283
661	553	282
662	554	281
663	554	280
664	555	279
665	556	278
666	556	277
667	557	276
668	557	275
669	558	274
670	558	274
671	559	273
672	560	272
673	560	271
674	561	270
675	561	269
676	562	268
677	562	267
678	563	266
679	564	265
680	564	264
681	565	263
682	565	262
683	566	261
684	567	260
685	567	259
686	568	258
687	568	257
688	569	257
689	569	256
690	570	255
691	571	254
692	571	253
693	572	252
694	572	251
695	573	250
696	574	249
697	574	248
698	575	247
699	575	246
700	576	245
701	577	244
702	577	244
703	578	243
704	578	242
705	579	241
706	580	240
707	580	239
708	581	238
709	581	237
710	582	236
711	583	235
712	583	235
713	584	234
714	585	233
715	585	232
716	586	231
717	586	230
718	587	229
719	587	228
720	588	227
721	589	226
722	589	225
723	590	225
724	591	224
725	591	223
726	592	222
727	592	221
728	593	220
729	593	219
730	594	218
731	595	217
732	595	216
733	596	216
734	596	215
735	597	214
736	598	213
737	598	212
738	599	211
739	599	210
740	600	209
741	601	208
742	601	208
743	602	207
744	602	206
745	603	205
746	604	204
747	604	203
748	605	202
749	606	202
750	606	201
751	607	200
752	607	199
753	608	198
754	609	197
755	609	196
756	610	195
757	610	195
758	611	194
759	612	193
760	612	192
761	613	191
762	614	190
763	614	189
764	615	189
765	615	188
766	616	187
767	617	186
768	617	185
769	618	184
770	618	183
771	619	182
772	619	182
773	620	181
774	621	180
775	621	179
776	622	178
777	622	177
778	623	176
779	624	176
780	624	175
781	625	174
782	626	173
783	626	172
784	627	171
785	627	170
786	628	170
787	629	169
788	629	168
789	630	167
790	630	166
791	631	165
792	632	164
793	632	164
794	633	163
795	633	162
796	634	161
797	634	160
798	635	159
799	636	159
800	636	158
801	637	157
802	637	156
803	638	155
804	639	154
805	639	154
806	640	153
807	641	152
808	641	151
809	642	150
810	642	149
811	643	148
812	644	148
813	644	147
814	645	146
815	645	145
816	646	144
817	647	144
818	647	143
819	648	142
820	649	141
821	649	140
822	650	139
823	651	139
824	651	138
825	652	137
826	652	136
827	653	135
828	654	134
829	654	134
830	655	133
831	655	132
832	656	131
833	657	130
834	657	129
835	658	129
836	658	128
837	659	127
838	660	126
839	660	125
840	661	125
841	661	124
842	662	123
843	662	122
844	663	121
845	664	120
846	664	120
847	665	119
848	665	118
849	666	117
850	667	116
851	667	115
852	668	115
853	668	114
854	669	113
855	670	112
856	670	111
857	671	111
858	671	110
859	672	109
860	673	108
861	673	107
862	674	107
863	675	106
864	675	105
865	676	104
866	677	103
867	677	103
868	678	102
869	678	101
870	679	100
871	680	99
872	680	99
873	681	98
874	681	97
875	682	96
876	683	95
877	684	95
878	684	94
879	685	93
880	685	92
881	686	91
882	687	91
883	687	90
884	688	89
885	688	88
886	689	87
887	689	87
888	690	86
889	691	85
890	691	84
891	692	83
892	692	83
893	693	82
894	694	81
895	694	80
896	695	79
897	695	79
898	696	78
899	697	77
900	697	76
901	698	75
902	699	75
903	699	74
904	700	73
905	701	72
906	701	71
907	702	71
908	702	70
909	703	69
910	704	68
911	704	67
912	705	67
913	705	66
914	706	65
915	706	64
916	707	64
917	708	63
918	708	62
919	709	61
920	709	60
921	710	60
922	711	59
923	711	58
924	712	57
925	713	56
926	713	56
927	714	55
928	715	54
929	715	53
930	716	53
931	716	52
932	717	51
933	717	50
934	718	49
935	719	49
936	719	48
937	720	47
938	720	46
939	721	46
940	721	45
941	722	44
942	723	43
943	723	42
944	724	42
945	724	41
946	725	40
947	725	39
948	726	39
949	727	38
950	727	37
951	728	36
952	729	35
953	729	35
954	730	34
955	730	33
956	731	32
957	731	32
958	732	31
959	733	30
960	733	29
961	734	29
962	734	28
963	735	27
964	735	26
965	736	25
966	737	25
967	737	24
968	738	23
969	738	22
970	739	22
971	740	21
972	740	20
973	741	19
974	742	19
975	742	18
976	743	17
977	744	16
978	744	15
979	745	15
980	746	14
981	746	13
982	747	12
983	747	12
984	748	11
985	749	10
986	749	9
987	750	9
988	750	8
989	751	7
990	752	6
991	752	6
992	753	5
993	753	4
994	754	3
995	755	3
996	756	2
997	756	1
998	757	0
999	758	0
